Category,CV
sql,"Implementation of custom role-security system which allows application users to have different access levels to buisness entityes.
Decrease of the response time of critical queries.
Development of different logical matrix to organize call queues in the call-center. 
Design and creation of review flow for users.
Creation of different kind of customer reports, troubleshooting performance issues and so on.
Main skills are:
- creation stored procedures, functions, triggers;
- development of complex queries and customer reports;
- designing database architecture;
- performance tuning;
- maintaining databases;
- performing database management operations.

I was involved into development databases for large corporations.
Design of the DB structure according to the requirements of the customer. Implementation of business logic through stored procedures and functions.
I'm looking for new challenges and projects with different technology stacks. A projects where I'll fully use my skills and be able to keep learning."
sql,"Master of Information Technologies
Bachelor of Informatics (Computer Science)
5+ years of experience with databases, especially with Oracle PL/SQL. Involved in all phases of the SDLC
(Software Development Life Cycle) from analysis, design, development, testing, implementation, and
maintenance. Possesses strong analytical and technical skills to identify business requirements and solutions and make sound recommendations. With Information Technology educational background: Master of Information Technology, Bachelor of Informatics. Experienced working with Agile (Scrum) Methodology.
As an Database developer with 5+ years experience, I am looking for a position that will allow me to to contribute development database-side solutions"
sql,"Developed and maintained the core database unit for the gambling system.
Improved code coverage with tSQLt-tests.
Refactored part of the code where the biggest customer would have bugs related to limitations of MS SQL Server.
There are 10+ years of professional IT experience. 
The biggest project was in gambling (7 years) where I started with starting-up and adjustment works and then help the project to grow at different positions. I was in QA, Helpdesk, backend developer, and project manager. I moved to other roles when I had prepared a team for certain work. When the project grew I started up an analyst team and projected reporting system. Provided data analysis with SQL and python. After the team was ready to work independently I left that project.
The second big project was the workplace automation platform, which helped huge companies to migrate their IT environments. Here I worked as a database developer. Left project after the company has decided to move the focus from engineering and development to sales and marketing.
Worked in areas of education, finance, customer service, and gambling.
"
sql,"
A results-oriented and technically sound developer with over 8 years of experience specialized in writing complex queries, database design and migration, ETL processes. I also have experience in web applications, integration services and multi-device applications, which allow me to describe and analyze a project from the beginning to the end.
 Besides, I develop web applications on a project basis.
"
sql,"Ph.D., technical sciences, the topic of the thesis was pattern recognition and  multi-class classification – classic machine learning challenges.

For the Behave project, data processing with recursive call of three levels of nesting stored procedures were developed. Recursion is a common practice for tables (CTE). But for stored procedures, I did not find anything similar on the internet forums.
Machine Learning were used to build models for results forecasting. Accuracy = 0.865 was achieved.
Approaches how to reduce the cost of using Azure Machine Learning Studio were found. 
Easy-to-use structured and well formatted analytical reports for clients directly in Excel format by means of MS SQL Server were created.

For the supply chain management project, I identified issues with the Snowflake Query Optimizer and proposed a solution for this problem. A typical query to update 10 rows in a one terabyte size table took 6 minutes, my approach did it in 5 seconds.
Another problem was a few seconds delay when fetching even small amounts of data. This was not acceptable for the user interface. A solution has been proposed for caching critical amounts of data. The solution was based on the MySQL database with MEMORY storage engine. The solution allowed to retrieve data from a table of one million rows in 0.0026-0.0053 seconds, which is close in productivity to what Redis can provide, but with SQL interface.

At Treasure Data’s Enterprise Customer Data Platform workflows that were implemented using Python have been rewritten using Trino (formerly Presto, SQL Engine for Big Data). Performance has been improved 10 to 40 times. For example, a task that ran for 13-15 minutes began to complete in 18-20 seconds. The workflow that took 2 hours and 20-40 minutes was completed in 4-6 minutes.

During Project 4 SQL scripts for Snowflake monitoring were developed and implemented, as well as logging approaches from Snowflake to Rapid7. Also, proposals for modifying the configuration of the MS SQL Server and Confluent to reduce the Recovery Time Objective (RTO) as well as Recovery Point Objective (RPO) in case of a disaster recovery (DR) were developed.
Skilled database/DWH developer with 20+ years of experience, specializing in Rest APIs, Microsoft Azure, MS SQL Server, Snowflake, Trino (ex. Presto), AWS, Redshift and database administration. Adept at architecting scalable database solutions for enterprise-level organizations. Have a proven track record of high client satisfaction. Dedicated to producing only the best work in the creation of effective and reliable databases/DWHs. Extensive experience with modifying databases, solving issues, and ensuring standards are properly met. Mentored other developers and oversaw the improvement of several applications. Devoted individual with the ability to successfully collaborate with coworkers to produce functional databases and smart solutions. 

Project 1: MS SQL developer at Behave, Luxembourg.
I was responsible for developing of a sophisticated analytical system: Refinitiv’s financial information analysis for investment professionals.
A database was created from the scratch. Extremely efficient stored procedures for statistical and analytical processing of huge amounts of financial information in the context of each day for decades were developed (hundreds of millions and billions of records in tables to proceed). 
Machine Learning were used for results forecasting (MS SQL R Services and Azure Machine Learning Studio).
The active development stage of the system was successfully completed. Used MS SQL, MS SQL R Services, Azure Machine Learning Studio, Azure Data Factory, R.
    Project 2: Database consultant at large German company, one of the activities - providing supply chain management. Very large amounts of data - 30 million new records per day. They planned to switch from Exasol to another, cheaper database. I helped evaluate the Snowflake database. Testing identified issues with the Query Optimizer for queries longer than one minute. A solution has been proposed for this problem. Used Exasol, Snowflake, MySQL, PostgreSQL, Python.
    Project 3: Senior Data Engineer at one of the largest tobacco corporations. One of the tasks: optimize the workflows at Treasure Data’s Enterprise Customer Data Platform. Used Presto, Hive, embulk, DigDag, Python.
    Project 4: Senior Data Engineer at one of the largest fintech (investment management solution) company. I was responsible for developing Snowflake monitoring/logging and disaster recovery approaches for MS SQL Server, Confluent (cloud Kafka), Atlas MongoDB and Snowflake.
For The Brave Knight There Would Be Always A Kingdom To Serve ;)
Interested in working with big data. I love to learn new tools and apply them in work.
I am looking for a long-term, stable and reliable relationship.
I like to work with data, analyze it, look for patterns and relationships.
At the moment I can perform tasks at the junction of Database Developer, Machine Learning, Data Engineer and Data Analyst.
I am currently learning BigQuery, Redshift and I am sure that I can be useful for your company if you are going to or already using this databases.
Architecture, storage and data processing in BigQuery and Redshift are very familiar to me after working with Snowflake, Hadoop and Presto."
sql,"
- IT professional with 8+ years experience in working with Oracle databases and Microsoft SQL Server

• Analyzing old business reports and exploring the systems to prepare Data Marts with Kimball method
• Preparing plans for ETL (Extract/Transformation/Load) procedures and architectures, immediately afterwards executing plans with SSIS tool and MSSQL
• Validating results and Monitoring the process

• Creating complex functions, scripts, stored procedures with PL/SQL to support Automated Banking System’s module
(AML, Payments and Settlements)
• Testing and deploying Oracle database packages for Core Banking System
• Preparing function and triggers for ATM project

• Preparing and handling reporting packages and procedure on Oracle database
• Writing solid and complex query with SQL for report from Risk, Finance and Sales departments
• Preparing dashboard with TIBCO and SSRS
"
sql,"Programming. Databases.
Design, development and maintenance of databases. Development and improvement of CRM. Preparation of regular statistical reporting and conducting various types of analysis. Analysis, processing, systematization, visualization of data.
Design, development and maintenance of databases."
sql,"Have overall 10 years experience with 4+ years database expertise. Familiar with various SDLC methodologies. Implemented various business related requirements. Analyzed and improved data flow. Coordinated local projects of migrations to new platforms and so on
T-SQL, MS SQL Server, ETL (MS SSIS)
Oracle, PL/SQL
TFS, svn
Looking for a database oriented position, either support or development or data analysis positions to implement my knowledge as well as learn new technologies
Kyiv location, right cost, not center of the city preferable, or flexible schedule. or remotely"
sql,"experience of database design, maintenance and in query optimization and database performance tuning and implementation. Responsible, detail oriented and results driven, open to new ideas/opportunities, capable of focusing and  working under pressure, critical thinking skills, creative, honest
Database Tools : Oracle  PL/SQL Developer, PL SQL*Plus, SQL Developer; DataGrip

Languages/Utilities: SQL, PL/SQL, PostgreSQL, Java SE, Shell script, Python,  JavaScript,R static,MS SQL Server


Collecting and parsing data from different sources (DB, .csv and .excel files, XML file)

Data Quality testing and Data preprocessing

Finished courses and Certificates:
Udemy  - OWASP top 10 web security  , Cisco CyberOSP, Linux Os , Python from zero to hero , 
Oracle  PL-SQL Addvance Level Enterprice process and etc. certificates
LinkedinSkillAssessment  - Microsoft Excel  
Matrix Training Center - PL-SQL development
Network Training Center - IT Essential
PL-SQL Plus Reporting developer , VTB Bank (Azerbaijan) Dec ,2022 - Present

System developer (evam) , Kapital Bank OJSC Mar, 2022 -dec,2022

PL SQL Developer , Kapital Bank OJSC
Feb, 2021 - Mar, 2022

Intern PL-SQL developer , Kapital Bank OJSC Nov, 2022 -Feb, 2021

Intern Database Adminstrator , Pronet mmc
Aug, 2020 - Oct, 2020
I'm Nigar Kirilova and I was born on January 5th, 2000 . My love for programming started in 2017 and led me to the development of database systems. In 2017, I enrolled in a German language faculty at Baku Slavic University, and at the same time, I enrolled in a helpdesk course at the Network Training Center. After completing the course, I had a deep understanding of both physical and software hardware. In 2018, I participated in several technology events and seminars. Then, I enrolled in a PL/SQL programming language course at the Matrix Training Center, where I deepened my knowledge of databases. After completing the course, I gained short-term experience as a data base developer at the Pronet company. During this period, I thoroughly developed my skills in the IT field. I also enrolled in courses on Udemy and completed each one with a certificate of successfully completion. In 2020, I received a job offer from Kapital Bank and had a 4-month PL/SQL experience. After the experience program ended, I immediately started working in the Core Bank at Kapital Bank. After working in this way for a while, I tested myself in the database backend field and deepened my PL/SQL knowledge at the Enterprise Solutions Tribe. In November 2021, I was appointed as a System Developer at Kapital Bank. Here, I thoroughly studied and worked on the evam bank system. In December 2022, I received a job offer from VTB Bank (Azerbaijan) and currently work as a database developer in PL/SQL Plus banking programming language. During my career, I have taken advantage of my free time to learn other aspects of the IT field such as web development, cyber security, backend development, etc. I have also acquired knowledge in python, Java, html/css, R static, pentest tools in Linux, and other IT skills. I think that with these skills, I will always be ahead of all IT problems."
sql,"
Database : ms sql, oracle, mysql mariadb, postgresql,sqlite,db2
( create tables, indexes, join between tables ,stored function procedure, view) query, reports
clouds: azure,aws (datalike, data delte lake,databriks,dbt,pipeline)
C# console and desktop application
python,pyspark
mongodb
hadoop,spark
Web : node (express)  react(html css javascript)
OS: Linux, Windows, FreeBSD.
"
sql,"- Project of migration from On-prem to Azure
- E-commerce
- Billing systems
- Banking systems
- Decision making system
- The website for the auction sales of confiscated previously collateral property
- DWH, Monitoring system
•	Programming languages: T-SQL, PL/SQL, YAML, PowerShell, HTML, CSS, С#, Visual Basic, MDX, PHP
•	Databases: MS SQL server 2019/2016, Oracle 11, MS Access 2019, PostgreSQL 11, MySQL 8, Sybase, Microsoft Analysis Services 2014
•	Development environments: MS SQL Server Management Studio, SSIS, SSRS, SSAS, MS Visual Studio, PL/SQL Developer, MS Access, Macromedia Dreamweaver
•	Software products: MS Azure, Azure pipeline, Azure SQL managed instances, Azure storage account, MS Office, MS Project, MS Visio, MS SharePoint, MS Exchange, JIRA, Confluence, Trello, Redmine, GitLab, GitHub, SAP BO, Siebel, RabbitMQ, UML tools, Adobe Photoshop, CMS Joomla, SVN, VSS, Zabbix, IDERA
•	Methodologies: SDLC, Scrum, Kanban, RUP, Extreme Programming, ITIL, ETL

•	Database design and development
•	Database optimization and troubleshooting
•	Administration database infrastructures 
•	Integration projects
•	Reporting and monitoring systems 

Administration of databases with high availability and large amounts of data. And also, administration of integration solutions with related systems.
I am interested in challenging tasks, professional growth, friendly team."
sql,"Stable operation of the system, no crashes and happy smiles of users after optimization of the procedures..
as DBA: MSSQL (2016-1019) - 2 years
as Developer: MSSQL - 5y, Oracle - 1y;
I'm looking for an interesting project with a friendly team which want to have an adequate and diligent colleague."
sql,"Started and completed the project to implement the commvault backup solution in a big organization (over 2K servers)
Head Of Technical Department, Lead Backup Administrator (Commvault backup solution) at JSC CB PRIVATBANK, Dnipro
from 07.2011 to the present (6 months)
Head Of Department, Advanced backup administrator:
 Backup different type of RDBMS (SAP ASE, MSSQL, MySQL, PostgreSQL, Oracle, NoSQL solution)
 Backup virtualization solution (vmWare)
 Backup file’s system objects
 Support high availability solution for backups system (Commvault Live Sync)
 Custom backup/restore workflows
 Monitoring / Reporting
 Team management

Team Lead System Administrator (DBA MSSQL Server, IBM DB2) at JSC CB PRIVATBANK, Dnipro
from 01.2011 to 07.2021 (10 years 7 months)
 High availability solution for MSSQL (always on, mirroring, log shipping)
 Installation, configuration, optimization of SQL Server
 Backups (local backups, backups on NAS, IBM TSM, Commvault, Veritas NetBackup)
 SQL server performance (reorg/rebuild indexes and tables)
 Optimization of disk space allocated for database files
 Query optimization
 Migration databases, upgrade version of SQL Servers
 Monitoring (nagios, zabbix)
 Experience with build and managing highly motivated teams (about 5 years)
"
sql,"
Experienced Senior Database Administrator with a demonstrated history of working in the information technology and services industry. Skilled in Oracle, MS SQL, PostgreSQL Databases, Windows Server, Linux Servers Administration. Strong information technology professional with a Master's degree focused in Economic Cybernetics from Azerbaijan State Economic University.

Oracle Database 

• Setting up corporate PROD, TEST, and DEV environments for DBMS Oracle 10g / 11g / 12с / 19c; 
* Configuring Oracle Grid Infrastructure, ASM, EM, Cloud Control 12c / 13c.
* Configuring Oracle Real Application Cluster (RAC)
• Support and management of architecture using Hyper-V, Windows Server, Linux; 
• Perform estimation and calculation of space, install applications, configure performance / memory, monitor servers / databases, configure and troubleshoot; 
* Use Oracle Enterprise Manager (OEM) management tools, such as AWR, collect performance statistics, query explain plan, database optimization; 
* Export and import of data using utilities exp / imp and expdp / impdp; 
* Configuring Backup policy via RMAN;
* Performing migration of different objects, full migration, in the reassignable scheme, fixing problems after migration from different versions of Oracle and cross-platform migration, migration using RMAN convert;
* Experience in Oracle Data Guard - Configure physical standby; 
* Performing Upgrade and patching the Oracle database; 
* Monitoring 

MS SQL Database 
• Setting up corporate PROD, TEST, and DEV environments for DBMS MS SQL Server  2008 / 2008 R2 / 2012 / 2014 / 2016 / 2017 / 2019
* Deploy new packages 
* Upgrade 
* Failover Cluster 
* Database Mirroring
* Configuring Always On 
* Performance Tuning 
* Configure Backup Policy 
* Monitoring 

PostgreSQL Database 

• Setting up corporate PROD, TEST, and DEV environments for DBMS PostgreSQL Database 9 / 10 / 11 / 12 / 13
* Configuring performance and network parameters 
* Configure database replication 
* Performance Tuning 
* Configure Backup Policy 
* Monitoring 

Mongo Database 
• Setting up corporate PROD, TEST, and DEV environments for MongoDB
* Upgrade database versions
* Configure Backup Policy 
* Monitoring
"
sql,"Development of Data architecture for more than 15 projects
Successful support of Financial DB 0,5+TB with more than 200 ETL packages on 20+ servers
Development and implementation of Data Quality Control System for DWH 
Work with large DB (80+TB)
Deep knowledge of MS SQL, DWH, ETL

CERTIFICATIONS: 

Microsoft® Certified Azure Data Engineer Associate (DP-900, DP-203)

MCSE - Microsoft® Certified Solutions Expert (Data Management and Analytics)

MCSA - Microsoft® Certified Solutions Associate (SQL Server 2012/2014)

Data Warehousing, ETL, MS SQL, T-SQL, SSIS, Azure Data Factory, BIML, SSRS, Talend, Power BI, PowerShell, Oracle, PL/SQL, SAP Business Objects, Informatica, VBA
I want to be a part of friendly professional team, which develops and provides excellent solution to customer"
sql,"
I have 3 years of SQL Server experience and have done many data projects (writing queries, views, procedures...)

Relevant Skills and Experience:
Query performance optimization
Troubleshooting and recovering
DML
Scripting
Write queries,views, procedures. optimize existing queries.
Manipulate data from database systems.

Excel: High proficiency with most standard formulas including VLOOKUP, SUMIF(S), COUNTIF(S), INDEX MATCH, IF (nested), LEFT/RIGHT, SEARCH, etc. * Pivot Tables * Data visualization (charts/graphs, clean and effective presentation of data)"
sql,"During my career, all my projects were succeeded. Also during these years, I trained a lot of specialists like software-SQL developer\dba. Successes counted above wasn't the only reason for motivation. Being very interested in the IT area and its innovations every time I tried to grow my knowledge and experience. Learning BI\DWH architecture and development gave me new visions about how to continue career further.
I have started my career as a software developer. Working as a software team leader my addition responsibility was developing a database structure for RDMS related projects. Then by growing my skills took on me database administrator responsibility and architecture also. After continuing my responsibility like BI project manager, I have built a project team. And for now, we are building our enterprise data warehouse for a company which is consist of different business portfolios like retail\distribution\manifacturing\logistics. My responsibilities within this project are various like manager\analytic\developer\architecture.
Being a part of something meaningful and counted person now I am looking for new challenges. It does make sense project\team is big or not. If I should have to learn something new and add value to it, this will be a new reason for what I will proud of. Of course, it will be more interesting to work with new technologies and modern infrastructure."
